CODE	NOM	DCI1	DOSAGE1	UNITE_DOSAGE1	FORME	PRESENTATION	PPV	PH	PRIX_BR	PRINCEPS_GENERIQUE	TAUX_REMBOURSEMENT
I.M CEFTRIAXONE POUDRE POUR SOLUTION
INJECTABLE à 1 G 1 BOITE 1 FLACON 114,30 114,30 71,20 71,20 CEPHALOSPORINE G
6118000090946 TRIACEPHINE PHARMA5
I.V CEFTRIAXONE PREPARATION PARENTERALE à 1
G
1 BOITE 1 FLACON 114,30 114,30 71,20 71,20 CEPHALOSPORINE G
6118000061540 TRIADOL TRAMADOL SOLUTION INJECTABLE à 100 MG 1 BOITE 5 AMPOULE 66,80 37,50 44,20 24,80 ANALGESIQUE CENTRAL P

 ANAM - Guide des Médicaments Remboursables Classement par Nom Commercial - Edition Juin 2014 130/144
CODE EAN 13
Nom de la spécialité ou
nom commercial du
médicament
Dénomination Commune
Internationale Forme & Dosage Présentation Prix Public de Vente
(PPV)
 Prix Base de
Remboursement
(PPV)
 Prix Hospitalier
(PH)
Prix Base de
Remboursement
(PH)
Classe Thérapeutique P: Princeps
G : Generique
ASSURANCE MALADIE OBLIGATOIRE
Guide des Médicaments Remboursables
Classement par Nom Commercial
Version : GMR_6_23
6118000061557 TRIADOL TRAMADOL GELULE à 50 MG 1 BOITE 30 GELULE 60,10 42,10 37,40 27,80 ANALGESIQUE CENTRAL P
6118001081585 TRIATEC RAMIPRIL COMPRIME SECABLE à 5 MG 1 BOITE 15 COMPRIME 66,40 28,00 41,50 17,50 INHIBITEUR DE L ENZYME DE
CONVERSION P
6118000060208 TRIATEC RAMIPRIL COMPRIME SECABLE à 1.25 MG 1 BOITE 30 COMPRIME 103,00 40,00 64,40 25,00 INHIBITEUR DE L ENZYME DE
CONVERSION P
6118000060185 TRIATEC RAMIPRIL COMPRIME SECABLE à 2.5 MG 1 BOITE 30 COMPRIME 97,70 50,00 61,10 31,20 INHIBITEUR DE L ENZYME DE
CONVERSION P
6118000060192 TRIATEC RAMIPRIL COMPRIME SECABLE à 5 MG 1 BOITE 30 COMPRIME 122,10 63,00 76,30 39,40 INHIBITEUR DE L ENZYME DE
CONVERSION P
6118001081592 TRIATEC PROTECT RAMIPRIL COMPRIME SECABLE à 10 MG 1 BOITE 15 COMPRIME 112,00 56,00 70,00 35,00 INHIBITEUR DE L ENZYME DE
CONVERSION P
6118000060215 TRIATEC PROTECT RAMIPRIL COMPRIME SECABLE à 10 MG 1 BOITE 30 COMPRIME 207,00 120,00 129,80 75,00 INHIBITEUR DE L ENZYME DE
CONVERSION P
6118001101405 TRIAXON CEFTRIAXONE POUDRE POUR SOLUTION
INJECTABLE à 2 G 1 BOITE 1 FLACON 256,00 256,00 159,50 159,50 CEPHALOSPORINE G
6118001101252 TRIAXON CEFTRIAXONE POUDRE POUR SOLUTION
INJECTABLE à 250 MG 1 BOITE 1 FLACON 33,00 33,00 20,60 20,60 CEPHALOSPORINE G
6118000081258 TRIAXON 1G I.M. CEFTRIAXONE POUDRE POUR SOLUTION
INJECTABLE à 1 G 1 BOITE 1 FLACON 114,30 114,30 71,20 71,20 CEPHALOSPORINE G
6118000081265 TRIAXON 1G I.V. CEFTRIAXONE POUDRE POUR SOLUTION
INJECTABLE à 1 G 1 BOITE 1 FLACON 114,30 114,30 71,20 71,20 CEPHALOSPORINE G
6118000081234 TRIAXON 500 MG I.M. CEFTRIAXONE POUDRE POUR SOLUTION
INJECTABLE à 500 MG 1 BOITE 1 FLACON 79,60 79,60 49,60 49,60 CEPHALOSPORINE G
6118000081241 TRIAXON 500 MG I.V. CEFTRIAXONE POUDRE POUR SOLUTION
INJECTABLE à 500 MG 1 BOITE 1 FLACON 80,60 80,60 50,20 50,20 CEPHALOSPORINE G
6118000310310 TRIBUTINE TRIMEBUTINE GRANULE POUR SUSPENSION
BUVABLE à 0.787 % 1 FLACON 250 ML 24,50 24,50 15,30 15,30 ANTISPASMODIQUE
MUSCULOTROPE G
6118000310334 TRIBUTINE TRIMEBUTINE POUDRE POUR SUSPENSION
BUVABLE à 150 MG 1 BOITE 20 SACHET 45,90 45,90 28,60 28,60 ANTISPASMODIQUE
MUSCULOTROPE G
6118000310327 TRIBUTINE 150 MG TRIMEBUTINE GELULE à 150 MG 1 BOITE 20 GELULE 45,90 45,90 28,60 28,60 ANTISPASMODIQUE
MUSCULOTROPE G
6118000021452 TRICEF IM CEFTRIAXONE POUDRE POUR SOLUTION
INJECTABLE à 1 G 1 BOITE 1 FLACON 112,00 112,00 69,80 69,80 CEPHALOSPORINE G
6118000021476 TRICEF IM CEFTRIAXONE POUDRE POUR SOLUTION
INJECTABLE à 500 MG 1 BOITE 1 FLACON 58,00 58,00 36,10 36,10 CEPHALOSPORINE G
6118000021469 TRICEF IV CEFTRIAXONE POUDRE POUR SOLUTION
INJECTABLE à 1 G 1 BOITE 1 FLACON 112,00 112,00 69,80 69,80 CEPHALOSPORINE G
6118000021483 TRICEF IV CEFTRIAXONE POUDRE POUR SOLUTION
INJECTABLE à 500 MG 1 BOITE 1 FLACON 58,00 58,00 36,10 36,10 CEPHALOSPORINE G
6118000240853 TRICHOGIN TINIDAZOLE COMPRIME à 500 MG 1 BOITE 4 COMPRIME 21,10 21,10 13,20 13,20 NITRO-IMIDAZOLE G
6118001110247 TRIFAX CEFTRIAXONE POUDRE POUR PERFUSION à 2 G 1 BOITE 1 FLACON 283,00 283,00 187,90 187,90 CEPHALOSPORINE G
6118001110278 TRIFAX CEFTRIAXONE POUDRE POUR SOLUTION
INJECTABLE à 250 MG 1 BOITE 1 FLACON 51,50 51,50 32,10 32,10 CEPHALOSPORINE G

 ANAM - Guide des Médicaments Remboursables Classement par Nom Commercial - Edition Juin 2014 131/144
CODE EAN 13
Nom de la spécialité ou
nom commercial du
médicament
Dénomination Commune
Internationale Forme & Dosage Présentation Prix Public de Vente
(PPV)
 Prix Base de
Remboursement
(PPV)
 Prix Hospitalier
(PH)
Prix Base de
Remboursement
(PH)
Classe Thérapeutique P: Princeps
G : Generique
ASSURANCE MALADIE OBLIGATOIRE
Guide des Médicaments Remboursables
Classement par Nom Commercial
Version : GMR_6_23
6118001110254 TRIFAX IM CEFTRIAXONE POUDRE POUR SOLUTION
INJECTABLE à 1 G 1 BOITE 1 FLACON 114,30 114,30 71,20 71,20 CEPHALOSPORINE G
6118001110223 TRIFAX IM CEFTRIAXONE POUDRE POUR SOLUTION
INJECTABLE à 500 MG 1 BOITE 1 FLACON 61,00 61,00 38,00 38,00 CEPHALOSPORINE G
6118001110261 TRIFAX IV CEFTRIAXONE POUDRE POUR SOLUTION
INJECTABLE à 1 G 1 BOITE 1 FLACON 114,30 114,30 71,20 71,20 CEPHALOSPORINE G
6118001110230 TRIFAX IV CEFTRIAXONE POUDRE POUR SOLUTION
INJECTABLE à 500 MG 1 BOITE 1 FLACON 61,00 61,00 38,00 38,00 CEPHALOSPORINE G
6118001170333 TRIFLUCAN FLUCONAZOLE SOLUTION POUR PERFUSION à 2
MG 1 FLACON 50 ML 144,30 144,10 89,80 89,80 ANTIFONGIQUE P
6118001030354 TRILEPTAL OXCARBAZEPINE COMPRIME PELLICULE à 300 MG 1 BOITE 50 COMPRIME
SECABLE 222,00 222,00 138,80 138,80 ANTIEPILEPTIQUE
ANTICONVULSIVANT P
6118001030361 TRILEPTAL OXCARBAZEPINE COMPRIME PELLICULE à 600 MG 1 BOITE 50 COMPRIME
SECABLE 394,00 394,00 261,00 261,00 ANTIEPILEPTIQUE
ANTICONVULSIVANT P
6118000040859 TRIMAREL TRIMETAZIDINE SOLUTION BUVABLE à 20 MG 1 FLACON 60 ML 71,30 71,30 44,60 44,60 ANTIANGOREUX
VASODILATATEUR G
6118000040842 TRIMAREL TRIMETAZIDINE COMPRIME PELLICULE à 20 MG 1 BOITE 60 COMPRIME
PELLICULE 71,30 71,30 44,60 44,60 ANTIANGOREUX
VASODILATATEUR G
6118000090960 TRIMEDAT TRIMEBUTINE GRANULE POUR SUSPENSION
BUVABLE à 0.787 % 1 FLACON 250 ML 30,80 30,80 19,20 19,20 ANTISPASMODIQUE
MUSCULOTROPE G
6118000090953 TRIMEDAT TRIMEBUTINE GELULE à 150 MG 1 BOITE 20 GELULE 47,20 47,20 29,40 29,40 ANTISPASMODIQUE
MUSCULOTROPE G
TRIMEDAT TRIMEBUTINE GELULE à 150 MG 1 BOITE 30 GELULE 74,40 74,40 46,40 46,40 ANTISPASMODIQUE
MUSCULOTROPE G
6118000090977 TRIMOX SULFAMETHOXAZOLE /
TRIMETHOPRIME COMPRIME à 100 / 20 MG / MG 1 BOITE 20 COMPRIME 12,20 12,20 7,60 7,60 SULFAMIDE G
6118000090984 TRIMOX SULFAMETHOXAZOLE /
TRIMETHOPRIME COMPRIME à 400 / 80 MG / MG 1 BOITE 20 COMPRIME 21,50 21,50 13,40 13,40 SULFAMIDE G
6118000091004 TRIMOX FORT SULFAMETHOXAZOLE /
TRIMETHOPRIME COMPRIME à 800 / 160 MG / MG 1 BOITE 10 COMPRIME 17,30 17,30 10,80 10,80 SULFAMIDE G
6118000090991 TRIMOX FORT SULFAMETHOXAZOLE /
TRIMETHOPRIME COMPRIME à 800 / 160 MG / MG 1 BOITE 20 COMPRIME 29,60 29,60 18,40 18,40 SULFAMIDE G
6118001250509 TRINOMYC FLUCONAZOLE SOLUTION POUR PERFUSION à 2
MG 1 FLACON 25 ML 78,00 78,00 48,60 48,60 ANTIFONGIQUE G
6118001250516 TRINOMYC FLUCONAZOLE SOLUTION POUR PERFUSION à 2
MG 1 FLACON 50 ML 144,10 144,10 89,80 89,80 ANTIFONGIQUE G
6118001250523 TRINOMYC FLUCONAZOLE SOLUTION POUR PERFUSION à 2
MG 1 FLACON 100 ML 268,00 268,00 167,10 167,10 ANTIFONGIQUE G
6118001250653 TRINOMYC FLUCONAZOLE SOLUTION POUR PERFUSION à 2
MG 1 FLACON 200 ML 455,00 455,00 301,00 301,00 ANTIFONGIQUE G
6118001100811 TRIOMUNE 30 STAVUDINE /
LAMIVUDINE COMPRIME à 30 / 150 MG / MG 1 BOITE 30 COMPRIME 75,60 75,60 47,20 47,20 ANTIRETROVIRAL G
6118001100828 TRIOMUNE 40 STAVUDINE /
LAMIVUDINE COMPRIME à 40 / 150 MG / MG 1 BOITE 30 COMPRIME 98,30 98,30 61,40 61,40 ANTIRETROVIRAL G
6118000190882 TRISULFA SULFAMETHOXAZOLE /
TRIMETHOPRIME
SUSPENSION BUVABLE à 4 / 800
G / MG 1 FLACON 100 ML 20,40 20,40 12,70 12,70 SULFAMIDE G

 ANAM - Guide des Médicaments Remboursables Classement par Nom Commercial - Edition Juin 2014 132/144
CODE EAN 13
Nom de la spécialité ou
nom commercial du
médicament
Dénomination Commune
Internationale Forme & Dosage Présentation Prix Public de Vente
(PPV)
 Prix Base de
Remboursement
(PPV)
 Prix Hospitalier
(PH)
Prix Base de
Remboursement
(PH)
Classe Thérapeutique P: Princeps
G : Generique
ASSURANCE MALADIE OBLIGATOIRE
Guide des Médicaments Remboursables
Classement par Nom Commercial
Version : GMR_6_23
6118000190899 TRISULFA SULFAMETHOXAZOLE /
TRIMETHOPRIME COMPRIME à 400 / 80 MG / MG 1 BOITE 20 COMPRIME 22,40 22,40 14,00 14,00 SULFAMIDE G
6118000190905 TRISULFA SULFAMETHOXAZOLE /
TRIMETHOPRIME COMPRIME à 800 / 160 MG / MG 1 BOITE 20 COMPRIME 34,70 34,70 21,60 21,60 SULFAMIDE G
6118001141180 TRITANRIX HB VACCIN
D.T.COQ.HEPATITE B PREPARATION INJECTABLE 1 BOITE 1 FLACON 122,80 122,80 76,50 76,50 VACCIN SEUL ET/OU
ASSOCIE CONTRE P
6118001081455 TRITAZIDE RAMIPRIL /
HYDROCHLOROTHIAZIDE COMPRIME à 5 / 25 MG / MG 1 BOITE 14 COMPRIME 60,10 60,10 37,60 37,60 ANTIHYPERTENSEUR P
6118001081448 TRITAZIDE RAMIPRIL /
HYDROCHLOROTHIAZIDE COMPRIME à 5 / 25 MG / MG 1 BOITE 28 COMPRIME 107,50 107,50 67,20 67,20 ANTIHYPERTENSEUR P
6118000100287 TRIVASTAL PIRIBEDIL COMPRIME LP à 50 MG 1 BOITE 30 COMPRIME 110,50 110,50 68,90 68,90 ANTIPARKINSONIEN P
6118000100188 TRIVASTAL PIRIBEDIL COMPRIME ENROBE à 20 MG 1 BOITE 30 COMPRIME 23,50 23,50 15,50 15,50 ANTIPARKINSONIEN P
TRIXAZOL FORT SULFAMETHOXAZOLE /
TRIMETHOPRIME
SUSPENSION BUVABLE à 200 / 40
MG / MG 1 FLACON 100 ML 18,20 18,20 SULFAMIDE G
TRIXAZOL FORT SULFAMETHOXAZOLE /
TRIMETHOPRIME COMPRIME à 400 / 80 MG / MG 1 BOITE 20 COMPRIME 21,15 21,15 SULFAMIDE G
TRIXAZOL FORT SULFAMETHOXAZOLE /
TRIMETHOPRIME COMPRIME à 800 / 160 MG / MG 1 BOITE 20 COMPRIME 44,30 44,30 SULFAMIDE G
6118001100583 TROBICINE SPECTINOMYCINE POUDRE POUR SOLUTION
INJECTABLE à 2 G
1 BOITE 1 AMPOULE
INJECTABLE 85,00 85,00 AMINOSIDE P
6118000021698 TRONID METRONIDAZOLE COMPRIME à 250 MG 1 BOITE 20 COMPRIME 18,00 18,00 11,20 11,20 NITRO-IMIDAZOLE G
6118000021704 TRONID METRONIDAZOLE COMPRIME à 500 MG 1 BOITE 20 COMPRIME 31,00 31,00 19,30 19,30 ANTIAMIBIEN ANTIBIOTIQUE
NITRO-5 IMIDAZOLE G
6118000070924 TROXINE ROXITHROMYCINE COMPRIME PELLICULE à 300 MG 1 BOITE 8 COMPRIME 107,00 107,00 70,80 70,80 MACROLIDE G
6118000070917 TROXINE ROXITHROMYCINE COMPRIME PELLICULE à 150 MG 1 BOITE 16 COMPRIME 113,00 113,00 74,80 74,80 MACROLIDE G
6118000070931 TROXINE ROXITHROMYCINE COMPRIME PELLICULE à 300 MG 1 BOITE 16 COMPRIME 203,00 203,00 134,30 134,30 MACROLIDE G
6118001160297 TRUSOPT DORZOLAMIDE COLLYRE à 2 % 1 FLACON 5 ML 104,40 104,40 65,00 65,00 INHIBITEUR DE
L'ANHYDRASE CARBONIQUE P
6118000070849 TUNELUZ FLUOXETINE GELULE à 20 MG 1 BOITE 10 GELULE 71,40 71,40 44,50 44,50 ANTIDEPRESSEUR G
6118000070856 TUNELUZ FLUOXETINE GELULE à 20 MG 1 BOITE 20 GELULE 143,20 143,20 89,20 89,20 ANTIDEPRESSEUR G
6118000070863 TUNELUZ FLUOXETINE GELULE à 20 MG 1 BOITE 30 GELULE 189,10 189,10 117,80 117,80 ANTIDEPRESSEUR G
6118001142088 TYKERB LAPATINIB COMPRIME à 250 MG 1 BOITE 70 COMPRIME 11182,00 11182,00 10971,00 10971,00 ANTINEOPLASIQUE
CYTOTOXIQUE P
6118001020942 UFT TEGAFUR / URACILE GELULE à 100 / 224 MG / MG 1 BOITE 21 GELULE 1831,00 1831,00 1576,00 1576,00 ANTINEOPLASIQUE
CYTOTOXIQUE P

 ANAM - Guide des Médicaments Remboursables Classement par Nom Commercial - Edition Juin 2014 133/144
CODE EAN 13
Nom de la spécialité ou
nom commercial du
médicament
Dénomination Commune
Internationale Forme & Dosage Présentation Prix Public de Vente
(PPV)
 Prix Base de
Remboursement
(PPV)
 Prix Hospitalier
(PH)
Prix Base de
Remboursement
(PH)
Classe Thérapeutique P: Princeps
G : Generique
ASSURANCE MALADIE OBLIGATOIRE
Guide des Médicaments Remboursables
Classement par Nom Commercial
Version : GMR_6_23
6118001020959 UFT TEGAFUR / URACILE GELULE à 100 / 224 MG / MG 1 BOITE 28 GELULE 2442,00 2442,00 2102,00 2102,00 ANTINEOPLASIQUE
CYTOTOXIQUE P
6118001020966 UFT TEGAFUR / URACILE GELULE à 100 / 224 MG / MG 1 BOITE 35 GELULE 2952,00 2952,00 2627,00 2627,00 ANTINEOPLASIQUE
CYTOTOXIQUE P
6118001020973 UFT TEGAFUR / URACILE GELULE à 100 / 224 MG / MG 1 BOITE 42 GELULE 3463,00 3463,00 3153,00 3153,00 ANTINEOPLASIQUE
CYTOTOXIQUE P
6118000190912 ULCECURE
AMOXICILLINE /
CLARITHROMYCINE /
OMEPRAZOLE
GELULE ET COMPRIME à 1 / 500 /
20 G / MG / MG 1 BOITE 42 COMPRIME 337,00 337,00 223,00 223,00 PENICILLINE/AMINOSIDE/IPP G
6118000240884 ULCEMAT CIMETIDINE COMPRIME à 400 MG 1 BOITE 10 COMPRIME 20,40 20,40 12,70 12,70 ANTIHISTAMINIQUE H2 G
6118000240891 ULCEMAT CIMETIDINE COMPRIME à 400 MG 1 BOITE 20 COMPRIME 38,70 38,70 24,10 24,10 ANTIHISTAMINIQUE H2 G
6118000191018 ULCEMID CIMETIDINE COMPRIME à 400 MG 1 BOITE 20 COMPRIME 32,00 32,00 19,90 19,90 ANTIHISTAMINIQUE H2 G
ULCESTOP CIMETIDINE COMPRIME EFFERVESCENT à 800
MG
1 BOITE 14 COMPRIME
EFFERVESCENT 82,15 82,15 ANTIHISTAMINIQUE H2 G
ULCESTOP CIMETIDINE COMPRIME EFFERVESCENT à 400
MG 1 BOITE 14 COMPRIME 46,50 46,50 ANTIHISTAMINIQUE H2 G
ULCESTOP CIMETIDINE COMPRIME DISPERSIBLE à 800
MG
1 BOITE 20 COMPRIME
DISPERSIBLE 117,30 117,30 73,10 73,10 ANTIHISTAMINIQUE H2 G
6118000091011 ULCESTOP CIMETIDINE COMPRIME à 400 MG 1 BOITE 20 COMPRIME 59,50 59,50 37,10 37,10 ANTIHISTAMINIQUE H2 G
ULCESTOP CIMETIDINE COMPRIME DISPERSIBLE à 400
MG 1 BOITE 20 COMPRIME 66,30 66,30 41,30 41,30 ANTIHISTAMINIQUE H2 G
ULCESTOP CIMETIDINE COMPRIME PELLICULE à 200 MG 1 BOITE 50 COMPRIME
PELLICULE 77,20 77,20 48,10 48,10 ANTIHISTAMINIQUE H2 G
6118000091028 ULCESTOP CIMETIDINE COMPRIME à 400 MG 1 BOITE 60 COMPRIME 131,60 131,60 82,00 82,00 ANTIHISTAMINIQUE H2 G
6118001070770 UMATROPE SOMATROPINE POUDRE ET SOLVANT POUR
SOLUTION INJECTABLE à 4 UI 1 BOITE 1 SERINGUE 461,00 461,00 305,00 305,00 HORMONE DE CROISSANCE P
6118001101917 UMAX 400 µG LP TAMSULOSINE GELULE LP à 0.4 MG 1 BOITE 10 GELULE LP 70,00 70,00 43,60 43,60 ALPHA-BLOQUANT
UROSELECTIF G
6118001100835 UMAX 400 µG LP TAMSULOSINE GELULE LP à 0.4 MG 1 BOITE 30 GELULE LP 121,40 121,40 75,60 75,60 ALPHA-BLOQUANT
UROSELECTIF G
6118001101795 UMAX 400 µG LP TAMSULOSINE GELULE LP à 0.4 MG 1 BOITE 60 GELULE LP 213,00 213,00 133,10 133,10 ALPHA-BLOQUANT
UROSELECTIF G
6118001070756 UMILINE NPH PEN INSULINE HUMAINE SUSPENSION INJECTABLE
INTERMEDIAIRE à 100 UI 1 CARTOUCHE 3 ML 104,00 104,00 65,00 65,00 INSULINES ET ANALOGUES P
6118001070763 UMILINE PROFIL 30 PEN INSULINE HUMAINE SUSPENSION INJECTABLE
INTERMEDIAIRE à 100 UI 1 CARTOUCHE 3 ML 104,00 104,00 65,00 65,00 INSULINES ET ANALOGUES P
6118000020899 UMULINE NPH INSULINE HUMAINE SUSPENSION INJECTABLE
INTERMEDIAIRE à 100 UI 1 FLACON 10 ML 166,00 130,00 103,70 81,20 INSULINES ET ANALOGUES P
6118000020905 UMULINE PROFIL 30 INSULINE HUMAINE SUSPENSION INJECTABLE
INTERMEDIAIRE à 100 UI 1 FLACON 10 ML 166,00 130,00 103,70 81,20 INSULINES ET ANALOGUES P

 ANAM - Guide des Médicaments Remboursables Classement par Nom Commercial - Edition Juin 2014 134/144
CODE EAN 13
Nom de la spécialité ou
nom commercial du
médicament
Dénomination Commune
Internationale Forme & Dosage Présentation Prix Public de Vente
(PPV)
 Prix Base de
Remboursement
(PPV)
 Prix Hospitalier
(PH)
Prix Base de
Remboursement
(PH)
Classe Thérapeutique P: Princeps
G : Generique
ASSURANCE MALADIE OBLIGATOIRE
Guide des Médicaments Remboursables
Classement par Nom Commercial
Version : GMR_6_23
6118000020912 UMULINE RAPIDE INSULINE HUMAINE SOLUTION INJECTABLE à 100 UI 1 FLACON 10 ML 166,00 130,00 103,70 81,20 INSULINES ET ANALOGUES P
6118001200757 UN-ALFA 0,25 µG ALFACALCIDOL CAPSULE à 0.25 µG 1 BOITE 30 CAPSULE 74,60 74,60 46,50 46,50 VITAMINES P
6118001200740 UN-ALFA 1 µG ALFACALCIDOL CAPSULE à 1 µG 1 BOITE 30 CAPSULE 172,20 172,20 107,30 107,30 VITAMINES P
6118000250357 UNASYN AMPICILLINE /
SULBACTAM
POUDRE POUR SOLUTION
INJECTABLE à 1 / 0.5 G / G 1 FLACON 3,2 ML 42,00 42,00 26,20 26,20 PENICILLINE P
6118000250364 UNASYN SULTAMICILLINE COMPRIME ENROBE à 375 MG 1 BOITE 8 COMPRIME 55,80 55,80 34,80 34,80 PENICILLINE P
6118000071365 UNIZITRO AZITHROMYCINE POUDRE POUR SUSPENSION
BUVABLE à 200 MG 1 FLACON 15 ML 63,00 63,00 39,20 39,20 MACROLIDE G
6118000071358 UNIZITRO AZITHROMYCINE POUDRE POUR SUSPENSION
BUVABLE à 200 MG 1 FLACON 30 ML 77,00 77,00 48,00 48,00 MACROLIDE G
6118000071372 UNIZITRO AZITHROMYCINE COMPRIME PELLICULE à 500 MG 1 BOITE 3 COMPRIME 72,00 72,00 44,90 44,90 MACROLIDE G
6118000061748 URBANYL CLOBAZAM COMPRIME SECABLE à 10 MG 1 BOITE 30 COMPRIME 23,50 23,50 14,70 14,70 ANXIOLYTIQUE P
6118000021278 UROBACID NORFLOXACINE COMPRIME ENROBE à 400 MG 1 BOITE 20 COMPRIME 120,00 120,00 74,80 74,80 QUINOLONE G
6118000080138 UROCTAL NORFLOXACINE COMPRIME à 400 MG 1 BOITE 14 COMPRIME 70,00 70,00 43,60 43,60 QUINOLONE G
6118000080145 UROCTAL NORFLOXACINE COMPRIME à 400 MG 1 BOITE 20 COMPRIME 99,00 99,00 61,70 61,70 QUINOLONE G
6118000060963 UROFLOX OFLOXACINE COMPRIME ENROBE à 200 MG 1 BOITE 2 COMPRIME
ENROBE 50,00 42,80 31,10 26,70 FLUOROQUINOLONE P
6118001120079 UROMITEXAN MESNA SOLUTION POUR PERFUSION à
400 MG 15 AMPOULE 4 ML 339,00 339,00 224,00 224,00 AGENT DETOXIFIANT EN
CHIMIOTHERAPIE P
6118000032434 UROXINE OFLOXACINE COMPRIME à 200 MG 1 BOITE 2 COMPRIME 42,80 42,80 26,70 26,70 FLUOROQUINOLONE G
6118001260409 UTROGESTAN PROGESTERONE CAPSULE MOLLE ORALE OU
VAGINALE à 200 MG 1 BOITE 15 CAPSULE 95,00 95,00 59,20 59,20 PROGESTATIF P
6118001260393 UTROGESTAN PROGESTERONE CAPSULE MOLLE ORALE OU
VAGINALE à 100 MG 1 BOITE 30 CAPSULE 80,80 80,80 50,40 50,40 PROGESTATIF P
VACC.D.T.C.P VACCIN D.T.COQ.P SUSPENSION INJECTABLE 1 BOITE 1 SERINGUE 44,20 44,20 VACCIN SEUL ET/OU
ASSOCIE CONTRE P
VACCIN
ATNTIDIPHTERIQUE
ANTITETANIQUE
ANATOXINE TETANIQUE /
ANATOXINE
DIPHTERIQUE
PREPARATION INJECTABLE à NA
/ NA 1 AMPOULE 1 ML 15,00 15,00 9,30 9,30 VACCIN SEUL ET/OU
ASSOCIE CONTRE P
VACCIN BCG SSI LA TUBERCULOSE [BCG] POUDRE POUR SUSPENSION
INJECTABLE 1 BOITE 1 FLACON 65,50 65,50 40,80 40,80 VACCIN SEUL ET/OU
ASSOCIE CONTRE P
VACCIN BCG SSI LA TUBERCULOSE [BCG] POUDRE POUR INSTILLATION
INTRAVESICALE 1 BOITE 4 FLACON 765,00 765,00 VACCIN SEUL ET/OU
ASSOCIE CONTRE P
6118001080731 VACCIN POLYOSIDIQUE
MENINGOCOCCIQUE
VACCIN
ANTIMENINGOCOCCIQUE
A ET C
POUDRE POUR SUSPENSION
INJECTABLE
1 BOITE 1 SERINGUE
PREREMPLIE 100,60 100,60 62,70 62,70 VACCIN SEUL ET/OU
ASSOCIE CONTRE P

 ANAM - Guide des Médicaments Remboursables Classement par Nom Commercial - Edition Juin 2014 135/144
CODE EAN 13
Nom de la spécialité ou
nom commercial du
médicament
Dénomination Commune
Internationale Forme & Dosage Présentation Prix Public de Vente
(PPV)
 Prix Base de
Remboursement
(PPV)
 Prix Hospitalier
(PH)
Prix Base de
Remboursement
(PH)
Classe Thérapeutique P: Princeps
G : Generique
ASSURANCE MALADIE OBLIGATOIRE
Guide des Médicaments Remboursables
Classement par Nom Commercial
Version : GMR_6_23
6118000150329 VALIUM DIAZEPAM SOLUTION POUR GOUTTES
BUVABLES à 1 % 1 FLACON 20 ML 28,60 28,60 17,80 17,80 ANTIEPILEPTIQUE
ANTICONVULSIVANT P
6118000150299 VALIUM DIAZEPAM COMPRIME SECABLE à 10 MG 1 BOITE 30 COMPRIME 24,30 24,30 15,10 15,10 ANTIEPILEPTIQUE
ANTICONVULSIVANT P
6118000150282 VALIUM DIAZEPAM COMPRIME SECABLE à 5 MG 1 BOITE 40 COMPRIME 21,40 14,00 13,40 8,70 ANTIEPILEPTIQUE
ANTICONVULSIVANT P
6118000012986 VALSARTAN WIN 160 MG VALSARTAN COMPRIME PELLICULE SECABLE
à 160 MG
1 BOITE 14 COMPRIME
PELLICULE SECABLE 104,30 104,30 65,20 65,20 ANTIHYPERTENSEUR G
6118000012993 VALSARTAN WIN 160 MG VALSARTAN COMPRIME PELLICULE SECABLE
à 160 MG
1 BOITE 28 COMPRIME
PELLICULE SECABLE 186,30 186,30 116,40 116,40 ANTIHYPERTENSEUR G
6118000012962 VALSARTAN WIN 80 MG VALSARTAN COMPRIME PELLICULE SECABLE
à 80 MG
1 BOITE 14 COMPRIME
PELLICULE SECABLE 83,20 83,20 52,00 52,00 ANTIHYPERTENSEUR G
6118000012979 VALSARTAN WIN 80 MG VALSARTAN COMPRIME PELLICULE SECABLE
à 80 MG
1 BOITE 28 COMPRIME
PELLICULE SECABLE 148,60 148,60 92,90 92,90 ANTIHYPERTENSEUR G
6118001070633 VANCOCINE VANCOMYCINE LYOPHILISAT POUR PERFUSION à
500 MG 1 BOITE 1 FLACON 244,30 190,00 161,60 118,40 GLYCOPEPTIDE P
6118001020515 VANCOMYCINE MYLAN VANCOMYCINE POUDRE POUR PERFUSION à 1 G 1 BOITE 1 FLACON 363,00 363,00 240,00 240,00 GLYCOPEPTIDE G
6118001020485 VANCOMYCINE MYLAN VANCOMYCINE POUDRE POUR PERFUSION à 125
MG 1 BOITE 1 FLACON 60,00 60,00 37,40 37,40 GLYCOPEPTIDE G
6118001020492 VANCOMYCINE MYLAN VANCOMYCINE POUDRE POUR PERFUSION à 250
MG 1 BOITE 1 FLACON 110,00 110,00 68,50 68,50 GLYCOPEPTIDE G
6118001020508 VANCOMYCINE MYLAN VANCOMYCINE POUDRE POUR PERFUSION à 500
MG 1 BOITE 1 FLACON 190,00 190,00 118,40 118,40 GLYCOPEPTIDE G
6118000360056 VANTEC CETIRIZINE COMPRIME ENROBE SECABLE à
10 MG
1 BOITE 15 COMPRIME
ENROBE 20,30 20,30 12,60 12,60 ANTIHISTAMINIQUE H1 G
6118000360049 VANTEC CETIRIZINE COMPRIME ENROBE SECABLE à
10 MG
1 BOITE 30 COMPRIME
